Chunk Number,Original Text Chunk,Summary,Source File
321,"EBOOK: BIG BOOK OF MACHINE LEARNING USE CASES 2ND EDITION 42 To see how the model misclassified the results, let's use Matplotlib and pandas to # Reset the DataFrames for no fraud (dfn') and fraud (dfy') dfn = train.filter (train.label == 0)",How would you rate the performance of a train?,summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
322,visualize our confusion matrix. dfy = train.filter (train.label == 1) # Calculate summary metrics Confusion Matrix (Unbalanced Test) N = train.count (),Train is the most confusing thing in the world.,summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
323,1200000 y = dfy.count () 1050000 P = y/N Fraud 50717,The latest figures from the UK's Serious Fraud,summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
324,"58 900000 # Create a more balanced training dataset train_b = dfn.sample (<b>Falsex/b>, P, seed = 92285) union (dfy) 750000",Train_b = dfn.sample (,summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
325,"600000 # Print out metrics print (""Total count: 8s, Fraud cases count: 8s, Proportion of fraud 450000 cases: 8s"" % (N, Y, p))",The UK's Serious Fraud Office (SFO,summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
326,"print (""Balanced training dataset count: 8s"" % train_b.count ()) No Fraud 2421 1219030 300000",The UK's National Crime Agency (NCA),summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
327,"150000 # Output: # Total count: 5090394, Fraud cases count: 204865, Proportion of fraud Fraud No Fraud",The number of cases of fraud reported to the Serious,summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
328,cases: 0.040245411258932016 Predicted label # Balanced training dataset count: 401898 Balancing the classes # Display our more balanced training dataset,All datasets are subject to change at any time.,summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
329,"displaytraia..groupe, (""label"") .count ()) We see that the model is identifying 2,421 more cases than the original rules identified. This is not as alarming, as detecting more potential fraudulent cases label could be a good thing. However, there are 58 cases that were not detected by",In this paper we present the results of a study on the use of artificial intelligence (AI) to identify,summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
330,"a a the algorithm but were originally identified. We are going to attempt to improve our prediction further by balancing our classes using undersampling. That is, we will keep all the fraud cases and then downsample the non-fraud cases to",We have developed a new method for predicting the likelihood of a crime being committed.,summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
331,"match that number to get a balanced data set. When we visualize our new 49% 51% data set, we see that the yes and no cases are 50/50. databricks","In this week's Databricks, we look at",summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
332,EBOOK: BIG BOOK OF MACHINE LEARNING USE CASES 2ND EDITION 43 Updating the pipeline Review the results Now let's update the ML pipeline and create a new cross validator. Because we are Now let's look at the results of our new confusion matrix. The model misidentified,"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at some of the",summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
333,"using ML pipelines, we only need to update it with the new data set and we can only one fraudulent case. Balancing the classes seems to have improved the model. quickly repeat the same pipeline steps. # Re-run the same ML pipeline (including parameters grid) Confusion Matrix (Balanced Test)",We are running a regression model on a new data set and need to balance the classes in the model.,summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
334,"1200000 crossval_b CrossValidator (estimator = dt, estimatorParamaps - paramGrid, 1050000 evaluator - evaluatorAUC,",The following is a list of the most frequently used,summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
335,"numFolds = 3) Fraud 50774 1 900000 pipelinecvb = Pipeline (stages-lindexer, va, crossval_b])",The latest figures from the UK's Serious Fraud,summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
336,"750000 # Train the model using the pipeline, parameter grid, and BinaryClassifcationivaluator using the train_b dataset 600000 CVModel_b - pipelinecv_b.fit (train_b)","Train the model using the pipeline, parameter grid,",summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
337,450000 # Build the best model (balanced training and full test datasets) NoF Fraud 488 1220963,Fraud investigators at the UK's National Crime Agency,summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
338,300000 train_predb CvModel b.transform (train_b) test_predb cwModel_D.transform (test) 150000 # Evaluate the model on the balanced training datasets,The following table shows the results of the training datasets,summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
339,pr_train_b evaluatorP.evaluate (train_pred.b) Fraud No Fraud auc_train_b evaluatorAvC.evaluate (train_predb) Predicted label,Fraud No Fraud auc_train_b evaluator,summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
340,"# Evaluate the model on full test datasets pr_test_b evaluatorP.evaluate (test_pred_b) Model feedback and using MLflow auc_test_b = evaluatorAUC.evaluate (test_pred_b) Once a model is chosen for production, we want to continuously collect feedback",We want to collect feedback on the model selected for production.,summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
341,"# Print out the PR and AUC values to ensure that the model is still the behavior of interest. Since we are print (""PR train:"", pr_train_b) identifying",# Print out the AUC and PR values for the,summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
342,"print (""AUC train: auc_train_b) starting with a rule-based label, we want to supply future models with verified true print (""PR test:"", pr_test_b) print (""AUC test:"", auc_test_b) labels based on human feedback. This stage is crucial for maintaining confidence",We are working on a new way to label trains.,summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
343,"and trust in the machine learning process. Since analysts are not able to review # Output: every single case, we want to ensure we are presenting them with carefully chosen # PR train: 0.999629161563572 # AUC train: 0.998071389056655",We want to make it as easy as possible for you to see how our machine learning,summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
344,"cases to validate the model output. For example, predictions, where the model has # PR test: 0.990470917789063 low are # AUC test: 0.9997903902201509",The following examples show how to validate the results of,summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
345,"certainty, good candidates for analysts to review. The addition of this type of feedback will ensure the models will continue to improve and evolve with the changing landscape. databricks EBOOK: BIG BOOK OF MACHINE LEARNING USE CASES 2ND EDITION",Bigbricks has added a new feature to its learning management system (LMS) to,summarized_big-book-of-machine-learning-use-cases-2nd-edition.csv
